-0.742544   -0.669797
-0.874885   -0.48433
0.864069   0.503373
0.539752   0.841824
0.909755   -0.415145
0.0254542   -0.999676
-0.999932   -0.0116726
0.988382   0.151989
-0.39134   -0.920246
-0.681568   0.731755
-0.577805   -0.816175
0.22518   0.974317
-0.434967   -0.900446
0.81556   0.578672
0.724827   0.688931
-0.425001   -0.905193
-0.884443   -0.466647
0.535853   -0.844312
0.945553   0.325467
-0.957635   0.287984
0.0988856   -0.995099
0.9826   -0.185733
0.149543   0.988755
0.999427   -0.0338572
0.872819   -0.488043
0.929488   -0.368852
0.387238   -0.92198
0.993652   0.112497
0.666931   0.74512
0.944074   0.329734
-0.227804   -0.973707
0.763349   0.645987
0.995839   -0.0911354
-0.805389   0.592747
-0.142465   0.9898
-0.00857774   0.999963
-0.971408   -0.237416
-0.200895   0.979613
-0.993273   0.115793
0.999316   0.0369696
0.219871   0.975529
0.993711   0.111976
0.753196   0.657796
-0.953885   -0.300172
-0.056694   0.998392
0.635114   0.772419
0.817287   -0.57623
0.657094   0.753808
0.0653234   0.997864
0.491101   -0.871103
-0.00772616   -0.99997
-0.641712   -0.766946
0.301728   0.953394
0.540604   0.841277
-0.454373   -0.890812
0.919697   0.392628
-0.808691   0.588234
-0.464363   0.885645
0.996383   -0.0849741
-0.552845   0.833284
-0.922399   0.386238
0.983789   0.179328
0.566061   -0.824364
-0.986208   -0.165512
-0.888071   -0.459706
0.606456   -0.795117
-0.299036   -0.954242
0.577871   -0.816128
-0.187039   0.982352
0.921547   -0.388267
0.954453   -0.298362
0.891613   -0.452799
0.737188   -0.675687
-0.251244   0.967924
0.199246   -0.97995
0.99755   0.0699634
0.482999   -0.875621
0.642978   -0.765885
-0.0714986   -0.997441
0.614028   0.789284
-0.0655089   0.997852
0.621322   -0.783555
-0.955236   -0.295845
0.850625   0.525772
-0.851312   -0.524659
-0.713178   -0.700983
-0.281481   -0.959567
0.941213   -0.337813
-0.544476   0.838776
0.0630681   -0.998009
0.969489   0.245133
-0.759141   -0.650927
0.229584   0.973289
-0.999728   0.0233334
0.527853   -0.849336
0.998833   -0.0482911
0.937495   0.347998
0.882829   0.469695
0.854571   0.519334
0.892202   -0.451636
