0.122649    0.511108    0.673898    0.535587    
0.856702    0.746307    0.681721    0.553516    
0.016809    0.282076    0.403573    0.544633    
0.593749    0.486545    0.672864    0.603627    
0.907819    0.691521    0.678322    0.556449    
0.0757239    0.563305    0.554106    0.572273    
0.166787    0.709906    0.623832    0.539032    
0.901693    0.912512    0.810923    0.636028    
0.237409    0.575725    0.585833    0.600092    
0.310255    0.601076    0.479195    0.542008    
0.696479    1.02869    0.842723    0.618986    
0.815426    0.83202    0.685718    0.589384    
0.6077    0.375894    0.559429    0.534183    
0.157235    0.64642    0.680529    0.628959    
0.92715    1.34901    0.640095    0.573289    
0.0162102    0.574156    0.758084    0.537478    
0.214987    0.805542    0.701553    0.568691    
0.501902    0.568864    0.642282    0.547101    
0.695842    0.856847    0.557578    0.544057    
0.00988832    0.225476    0.44779    0.554046    
0.238043    0.667638    0.549056    0.535803    
0.314714    0.681696    0.786892    0.612473    
0.609392    0.846241    0.782125    0.591518    
0.0210986    0.751622    0.541053    0.604046    
0.852984    0.934026    0.524379    0.581528    
0.142398    0.921228    0.728495    0.570167    
0.13111    0.481216    0.625891    0.584219    
0.287594    0.649304    0.590118    0.499339    
0.529847    1.14924    0.856876    0.60707    
0.78103    0.980963    0.778213    0.542638    
0.294383    0.35885    0.709632    0.549568    
0.583356    0.664168    0.653128    0.56301    
0.624109    1.14509    0.702798    0.605897    
0.500778    0.445556    0.657266    0.54662    
0.922984    0.780356    0.842717    0.553183    
0.400808    0.805876    0.516257    0.559872    
0.62169    0.97294    0.757595    0.576308    
0.197545    0.620055    0.629137    0.569342    
0.0476384    0.869375    0.561247    0.548868    
0.48411    0.552987    0.62447    0.547487    
0.0349663    0.28769    0.650215    0.561601    
0.415746    0.694626    0.641277    0.536573    
0.0451686    0.797812    0.743451    0.590474    
0.313548    0.561039    0.538305    0.566634    
0.448176    0.432075    0.606742    0.564402    
0.976972    0.97246    0.565683    0.541329    
0.0992363    0.396253    0.641046    0.577485    
0.15047    0.583256    0.619197    0.541363    
0.798015    0.841947    0.481676    0.56869    
0.338349    0.514281    0.638326    0.555984    
0.505632    1.11069    0.634568    0.557318    
0.787003    1.07231    0.634919    0.525339    
0.0300864    0.935184    0.581497    0.594575    
0.387663    0.409326    0.459316    0.497304    
0.641635    0.908133    0.593641    0.617301    
0.0973359    0.3632    0.550884    0.556304    
0.831174    0.560231    0.689672    0.605284    
0.47423    0.708925    0.564799    0.566181    
0.0159947    0.384369    0.568952    0.600477    
0.719108    0.922721    0.735914    0.587173    
0.394572    0.708192    0.578295    0.59335    
0.608309    0.891225    0.701078    0.636253    
0.54747    0.556897    0.596451    0.583357    
0.0344867    0.294129    0.437554    0.578275    
0.980392    1.26803    0.83327    0.550108    
0.189466    0.646935    0.601045    0.539983    
0.325926    0.470075    0.606439    0.605874    
0.369576    0.640669    0.669474    0.517824    
0.390827    1.002    0.691775    0.607585    
0.816438    1.1664    0.809616    0.611366    
0.737124    0.648142    0.817068    0.598797    
0.755564    1.19685    0.670572    0.628952    
0.0538717    0.402352    0.598214    0.549448    
0.877187    0.894214    0.551999    0.572352    
0.53338    0.721349    0.585118    0.540346    
0.431756    0.639711    0.533198    0.563321    
0.0163021    0.566265    0.423625    0.544119    
0.126115    0.623143    0.456856    0.528865    
0.666088    0.852794    0.684236    0.539412    
0.724441    0.985091    0.718918    0.559814    
0.262486    0.989228    0.600299    0.50139    
0.452897    0.593998    0.603125    0.55259    
0.328031    0.306078    0.595188    0.549425    
0.18024    0.359005    0.569143    0.528269    
0.0306056    0.164776    0.625166    0.558287    
0.879632    0.520861    0.668676    0.569314    
0.454906    0.529773    0.602814    0.535397    
0.51075    0.575374    0.431136    0.543402    
0.479294    0.417446    0.650205    0.58155    
0.554597    0.784652    0.732261    0.523538    
0.084206    0.172552    0.494604    0.551786    
0.628265    1.22617    0.735747    0.533511    
0.608876    0.453784    0.564042    0.535446    
0.424993    0.844642    0.675334    0.534613    
0.549681    0.677059    0.60613    0.604744    
0.900214    1.23574    0.531836    0.537391    
0.86191    1.05185    0.575147    0.553895    
0.369524    0.664586    0.702229    0.571083    
0.991139    0.99111    0.634457    0.596819    
0.77149    0.998739    0.675924    0.566024    
0.573494    1.12171    0.723141    0.555643    
0.0753969    0.392692    0.647536    0.538904    
0.478879    0.957257    0.683536    0.58256    
0.616705    0.68188    0.63792    0.59255    
0.324868    0.947571    0.701066    0.567854    
0.792532    0.474548    0.667058    0.564487    
0.992326    0.837284    0.572004    0.570774    
0.57483    1.06887    0.880844    0.574036    
0.342632    0.797122    0.688919    0.545684    
0.448915    0.413786    0.558903    0.576039    
0.262421    0.453666    0.646497    0.533666    
0.141838    0.429565    0.641814    0.565587    
0.104933    0.175377    0.63876    0.498567    
0.341825    0.672429    0.776424    0.614619    
0.202251    0.607916    0.640481    0.648979    
0.376617    0.437811    0.542855    0.544922    
0.146231    0.371498    0.466554    0.565112    
0.825993    0.663747    0.764241    0.559972    
0.331738    0.804128    0.803421    0.581963    
0.104182    0.206302    0.524774    0.562082    
0.230721    1.04883    0.688248    0.580954    
0.915976    0.924359    0.558444    0.573131    
0.677761    0.668575    0.717255    0.52689    
0.83939    0.782681    0.678676    0.542337    
0.284616    0.554168    0.57088    0.572955    
0.539361    0.645456    0.375395    0.557641    
0.434746    0.632355    0.601515    0.529315    
0.134039    0.612608    0.572912    0.53332    
0.0888283    0.355188    0.577789    0.600205    
0.0718433    0.128249    0.400199    0.550976    
0.942801    1.01869    0.785639    0.601039    
0.469264    0.847573    0.585478    0.542359    
0.242073    0.67902    0.684846    0.60062    
0.725402    0.536122    0.652588    0.596395    
0.927414    1.25014    0.763287    0.589146    
0.941048    1.20495    0.871919    0.613845    
0.472009    1.03503    0.78741    0.631358    
0.0362341    0.722065    0.628353    0.609328    
0.49927    0.330105    0.620607    0.61242    
0.0558346    0.294284    0.667615    0.60609    
0.317302    0.515916    0.651236    0.572924    
0.0179581    0.888609    0.609068    0.559907    
0.0938142    0.438865    0.695882    0.56542    
0.670706    1.24751    0.753535    0.573915    
0.500842    1.12938    0.771407    0.598809    
0.134826    0.409006    0.519045    0.550096    
0.703184    0.565468    0.54488    0.549458    
0.152204    0.645126    0.640749    0.578203    
0.0947872    0.604431    0.568692    0.533999    
0.955038    0.620298    0.750463    0.577819    
0.689315    0.734841    0.583316    0.566376    
0.332223    0.548795    0.657598    0.55275    
